"country","PY","N_econ","N_CC","N_TopFive","N_TopTen","N_Top30","N_TrunkJournals","N_Top30_CC","N_TrunkJournals_CC","mean_TC","mean_nb_authors","mean_nb_authors_gendered","mean_share_male_authors","mean_share_female_authors","N_F","N_M","N_FF","N_MM","N_FM","Share_econ","Share_CC","Share_TopFive","Share_TopTen","Share_Top30","Share_TrunkJournals","Share_Top30_CC","Share_TrunkJournals_CC","ISO3","year","PIBValues","RDValues","EducFValues","EducHValues","CO2emissionsalues","NDC_Implied_average","NDC_Implied_conditional","NDC_Implied_unconditional","is_carbon_tax","ExpendituresValues","DisastersValues","TemperatureValues","Comparative_advantage","Total_trade","Trade_balance"
"Bouvet Island",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kyrgyzstan",2004,2,0,0,0,0,0,0,0,10,1.5,0.5,0.9956,0.0044,1,2,1,1,1,0.0131440588853838,0,0,0,0,0,0,0,"KGZ","2004",2211534585,0.199259996,NA,NA,5557.9,"10.44958986","8.392072167","12.50710755",NA,NA,3,1.51,"0.0471152774083938","0.570195514997754","-0.454324702457524"
"Mongolia",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Marino",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bhutan",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guadeloupe",2004,1,0,0,0,0,0,0,0,7,1,1,0.9914,0.0086,0,1,0,0,0,0.0065720294426919,0,0,0,0,0,0,0,"GLP","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.608,NA,NA,NA
"Mozambique",2004,1,0,0,0,0,1,0,0,59,9,0,0,0,1,1,1,1,1,0.0065720294426919,0,0,0,0,0.0305250305250305,0,0,"MOZ","2004",7937255565,NA,NA,NA,1910,"105.062","105.062","105.062",NA,NA,NA,0.372,"0.0299897761305402","0.620032017507991","-0.576671717578932"
"Samoa",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uzbekistan",2004,1,0,0,0,0,0,0,0,7,4,3,0.998333333333333,0.00166666666666667,0,0,0,1,0,0.0065720294426919,0,0,0,0,0,0,0,"UZB","2004",12030023548,0.270410001,NA,NA,124840.1,"292.729","292.729","292.729",NA,NA,NA,1.899,NA,NA,NA
"Cambodia",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lao People's Democratic Republic",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Caledonia",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Réunion",2004,4,0,0,0,0,1,0,0,20.25,3.25,0.5,0.5,0.5,3,3,2,2,2,0.0262881177707676,0,0,0,0,0.0305250305250305,0,0,"REU","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan",2004,1,0,0,0,0,0,0,0,2,2,1,0.9645,0.0355,0,1,0,0,0,0.0065720294426919,0,0,0,0,0,0,0,"TJK","2004",2076176869,0.066969998,NA,NA,2597.02,"19.8496967","17.82972756","21.86966584",NA,NA,1,1.218,NA,NA,NA
"Turkmenistan",2004,1,0,0,0,0,0,0,0,5,2,2,0.9973,0.0027,0,0,0,1,0,0.0065720294426919,0,0,0,0,0,0,0,"TKM","2004",6838351088,NA,NA,NA,49365.2,"108.8336","108.8336","108.8336",NA,NA,NA,1.644,NA,NA,NA
"Turks and Caicos Islands",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia and Herzegovina",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maldives",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Korea",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia",2004,2,0,0,0,0,0,0,0,0,1.5,1,0.5014,0.4986,1,1,0,0,0,0.0131440588853838,0,0,0,0,0,0,0,"ARM","2004",3576615240,0.256590009,NA,NA,3763.8,"14.65","14.65","14.65",NA,NA,1,1.142,"0.165340758101405","0.716255982096798","-0.462597497188681"
"State of Palestine",2004,1,0,0,0,1,1,0,0,17,4,1,1,0,0,1,0,0,0,0.0065720294426919,0,0,0,0.060790273556231,0.0305250305250305,0,0,"PSE","2004",4603100000,NA,0.036236241,0.403335124,NA,NA,NA,NA,NA,NA,NA,0.614,NA,NA,NA
"Åland Islands",2004,1,0,0,0,0,0,0,0,4,3,2,0.5,0.5,0,0,0,0,1,0.0065720294426919,0,0,0,0,0,0,0,"ALA","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anguilla",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comoros",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Martinique",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"British Virgin Islands",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cabo Verde",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cook Islands",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micronesia (Federated States of)",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Curaçao",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"French Polynesia",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montserrat",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vanuatu",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahamas",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faroe Islands",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palau",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central African Republic",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holy See",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guinea-Bissau",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Somalia",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nauru",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Sudan",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Timor-Leste",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabon",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marshall Islands",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tuvalu",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antigua and Barbuda",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mayotte",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of the Congo",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina",2005,34,1,0,3,2,7,0,0,42.5882352941176,2.32352941176471,1.08823529411765,0.913083421052632,0.0869165789473684,16,23,15,23,17,0.196690963785723,0,0,0.453172205438067,0.127145581691036,0.215982721382289,0,0,"ARG","2005",1.98737e+11,0.420740008,NA,NA,145995.4,"348.9999542","348.9999542","348.9999542",0,NA,1,0.197,"0.229576842954146","0.683099626487006","-0.332680611582831"
"Australia",2005,921,10,1,9,23,102,0,0,29.9174809989142,1.94462540716612,1.0043431053203,0.842974889088729,0.157025110911271,399,632,380,523,447,5.32801110725442,0,0.284090909090909,1.3595166163142,1.46217418944692,3.14717679728479,0,0,"AUS","2005",6.95693e+11,NA,0,0,368801.9,"344.1261806","344.1261806","344.1261806",NA,0.498614326,4,1.126,"0.335924569396062","0.846979151116877","-0.485198544008529"
"Austria",2005,198,3,0,4,10,35,0,0,33.9747474747475,1.94949494949495,0.863636363636364,0.863469511784512,0.136530488215488,105,141,99,135,114,1.1454356126345,0,0,0.604229607250755,0.635727908455181,1.07991360691145,0,0,"AUT","2005",3.16092e+11,2.373239994,NA,NA,76242.4,"40.16706358","40.16706358","40.16706358",NA,0.515922464,3,0.638,"1.0562816792806","2.95948517369302","0.18297022211495"
"Belgium",2005,316,5,1,9,21,60,0,0,41.4272151898734,2.29113924050633,0.835443037974684,0.824058184713376,0.175941815286624,168,234,165,201,184,1.82806895753789,0,0.284090909090909,1.3595166163142,1.33502860775588,1.85128046899105,0,0,"BEL","2005",3.85715e+11,1.790609956,NA,NA,110960.2,"60.72091465","60.72091465","60.72091465",NA,0.848737409,3,1.198,"0.512301300649574","3.26962807119091","0.0765872570646158"
"Benin",2005,28,0,0,1,0,2,0,0,85,1.89285714285714,0.928571428571429,0.502982352941176,0.497017647058824,15,15,12,12,18,0.161980793705889,0,0,0.151057401812689,0,0.0617093489663684,0,0,"BEN","2005",6567654954,NA,NA,NA,2899.6,"31.289","30.2877724","31.289",NA,NA,NA,1.177,"0.558325098090411","0.229003775677479","-0.0395201388871931"
"Bolivia",2005,4,0,1,1,1,2,0,0,98.75,3.25,1.5,0.89918,0.10082,2,3,2,2,3,0.0231401133865556,0,0.284090909090909,0.151057401812689,0.0635727908455181,0.0617093489663684,0,0,"BOL","2005",9549122905,NA,0,0,9883,"116.098","116.098","116.098",NA,0.638309082,1,0.79,"0.0781386242300489","1.05182314222649","-0.844523350946552"
"Brazil",2005,118,3,2,4,5,21,0,2,30.8983050847458,2.42372881355932,1.06779661016949,0.760666641025641,0.239333358974359,60,74,53,73,70,0.68263334490339,0,0.568181818181818,0.604229607250755,0.317863954227591,0.647948164146868,0,0,"BRA","2005",8.91634e+11,1.002460003,NA,NA,331689.1,"1093.496457","1093.496457","1093.496457",NA,NA,4,1.158,"0.343911756298532","0.62175203007701","-0.276822726432556"
"Canada",2005,880,18,11,25,67,170,0,1,38.325,2.32159090909091,0.881818181818182,0.782979894209512,0.217020105790488,514,646,487,575,554,5.09082494504223,0,3.125,3.77643504531722,4.25937698664971,5.24529466214131,0,0,"CAN","2005",1.17311e+12,1.971269965,0,0,549032.7,"417.8394943","417.8394943","417.8394943",0,NA,5,1.298,"0.567116267546658","1.65685217305467","-0.340874920453382"
"Chile",2005,56,2,0,0,6,5,1,1,43.4107142857143,2.10714285714286,0.982142857142857,0.8473253125,0.1526746875,27,40,24,33,28,0.323961587411778,0,0,0,0.381436745073109,0.154273372415921,0,0,"CHL","2005",1.22294e+11,NA,NA,NA,55968.9,"53.96430885","53.96430885","53.96430885",0,0.058407317,3,0.036,"0.130389541830908","0.978393457275349","-0.640635842387106"
"Colombia",2005,324,5,15,25,68,118,0,1,59.9722222222222,2.34567901234568,0.867283950617284,0.831510818112633,0.168489181887367,191,230,179,235,201,1.874349184311,0,4.26136363636364,3.77643504531722,4.32294977749523,3.64085158901574,0,0,"COL","2005",1.45601e+11,0.165570006,NA,NA,58187,"169.4398627","169.4398627","169.4398627",0,NA,4,0.744,"0.145494723732256","0.530605727878947","-0.374369603271454"
"Czechia",2005,40,0,0,0,4,8,0,0,14.5,1.75,0.625,0.69948,0.30052,25,30,21,24,20,0.231401133865556,0,0,0,0.254291163382072,0.246837395865474,0,0,"CZE","2005",1.37143e+11,1.161000013,0,0,121893.6,"74.09327695","74.09327695","74.09327695",NA,1.074445741,3,0.749,"1.18363667379271","4.84759782700354","0.225309265523104"
"Denmark",2005,210,4,0,6,21,49,0,0,45.1142857142857,2.06666666666667,0.776190476190476,0.870245454545455,0.129754545454545,118,161,111,141,123,1.21485595279417,0,0,0.906344410876133,1.33502860775588,1.51187904967603,0,0,"DNK","2005",2.64467e+11,2.393369913,NA,NA,50201.9,"28.53844507","28.53844507","28.53844507",1,0.623335811,1,1.274,"1.76830251339925","3.2085869505492","1.0783447701425"
"Finland",2005,166,6,0,2,6,14,0,0,50.289156626506,2.07228915662651,0.566265060240964,0.633018518518519,0.366981481481481,120,123,103,116,116,0.960314705542057,0,0,0.302114803625378,0.381436745073109,0.431965442764579,0,0,"FIN","2005",2.04885e+11,3.323699951,NA,NA,55460.2,"27.66494696","27.66494696","27.66494696",1,0.313928847,1,2.209,"1.14231745139479","2.52278018615961","0.229028790957098"
"France",2005,724,9,10,26,62,148,1,1,29.3867403314917,2.13812154696133,0.870165745856354,0.738635652204496,0.261364347795504,417,502,377,457,431,4.18836052296656,0,2.84090909090909,3.92749244712991,3.94151303242212,4.56649182351126,0,0,"FRA","2005",2.19695e+12,2.051510096,NA,NA,380816.1,"252.0056209","252.0056209","252.0056209",0,0.867883606,5,1.021,"0.841736651051434","1.27695188785756","0.0600501252075026"
"Georgia",2005,128,0,8,10,14,36,0,0,46.328125,2.46875,1.171875,0.794722266666667,0.205277733333333,57,78,56,78,71,0.740483628369779,0,2.27272727272727,1.51057401812689,0.890019071837254,1.11076828139463,0,0,"GEO","2005",6410912050,0.176579997,NA,NA,4243.1,"21.055","18.1101238","21.055",NA,0,1,0.544,"0.320686993079311","2.00924058009134","-1.69696050260168"
"Germany",2005,1126,32,10,22,60,193,0,5,31.9564831261101,2.07637655417407,0.928952042628774,0.864395204693388,0.135604795306612,600,832,579,736,659,6.5139419183154,0,2.84090909090909,3.32326283987915,3.81436745073109,5.95495217525455,0,0,"DEU","2005",2.84686e+12,2.441930056,NA,NA,802383.2,"392.2517952","392.2517952","392.2517952",NA,0.559058869,5,1.031,"1.52955413740433","3.06755715530643","0.860699473720567"
"Guinea",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hong Kong",2005,251,0,3,5,15,34,0,0,49.9681274900398,2.35458167330677,0.820717131474104,0.809457445549242,0.190542554450758,139,181,123,159,141,1.45204211500636,0,0.852272727272727,0.755287009063444,0.953591862682772,1.04905893242826,0,0,"HKG","2005",1.81569e+11,0.77342999,NA,NA,NA,"36.678","36.678","36.678",NA,0.517093034,1,0.827,"1.0868608630823","12.9767955515255","0.105310448645245"
"Hungary",2005,58,0,0,0,2,5,0,0,14.1896551724138,2.08620689655172,1.13793103448276,0.708485196078431,0.291514803921569,27,32,24,32,39,0.335531644105056,0,0,0,0.127145581691036,0.154273372415921,0,0,"HUN","2005",1.13211e+11,0.919510007,NA,NA,55921.2,"47.13898346","47.13898346","47.13898346",0,0.594052424,4,0.264,"1.28617615824931","6.17270868470219","-0.819559674143793"
"Iceland",2005,19,0,0,0,0,2,0,0,24.5789473684211,2.57894736842105,1.84210526315789,0.805765625,0.194234375,4,5,3,11,8,0.109915538586139,0,0,0,0,0.0617093489663684,0,0,"ISL","2005",16852963067,2.679689884,NA,NA,2261.25,"7.975281422","7.975281422","7.975281422",0,0.659709709,NA,0.361,"0.0585492005416821","1.18452653861767","-1.10635537866476"
"India",2005,408,5,2,4,17,35,0,0,25.6176470588235,2.04901960784314,0.850490196078431,0.774439765372168,0.225560234627832,233,309,206,238,230,2.36029156542867,0,0.568181818181818,0.604229607250755,1.08073744437381,1.07991360691145,0,0,"IND","2005",8.20384e+11,0.824109972,NA,NA,1136466.4,"4696.763","4696.763","4696.763",NA,NA,25,0.606,"0.326768137890062","0.593837666568997","-0.298587790434172"
"Ireland",2005,127,0,0,1,5,9,0,0,26.1417322834646,2.07086614173228,0.952755905511811,0.762594154228856,0.237405845771144,65,82,63,81,76,0.73469860002314,0,0,0.151057401812689,0.317863954227591,0.277692070348658,0,0,"IRL","2005",2.11877e+11,1.191969991,NA,NA,46650.5,"34.74022673","34.74022673","34.74022673",0,0.877021362,1,1.147,"0.436725111952464","1.91995345462092","-0.215658780757399"
"Isle of Man",2005,1884,23,29,44,154,223,0,3,56.7415074309979,2.33174097664544,1.1348195329087,0.786915671748598,0.213084328251402,872,1202,813,1080,1045,10.8989934050677,0,8.23863636363636,6.64652567975831,9.79020979020979,6.88059240975008,0,0,"IMN","2005",3032411027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.145,NA,NA,NA
"Israel",2005,173,0,5,11,21,48,0,0,49.7109826589595,2.15028901734104,0.69364161849711,0.888253921568627,0.111746078431373,110,135,105,132,111,1.00080990396853,0,1.42045454545455,1.66163141993958,1.33502860775588,1.48102437519284,0,0,"ISR","2005",1.47084e+11,3.922820091,NA,NA,61012.4,"58.00005375","58.00005375","58.00005375",NA,0.582147452,NA,0.271,"0.928872825256274","1.895662980341","0.130400098931161"
"Italy",2005,667,6,9,24,37,108,0,0,32.4332833583208,2.0599700149925,0.947526236881559,0.799634720877051,0.200365279122949,331,470,327,399,392,3.85861390720815,0,2.55681818181818,3.62537764350453,2.35219326128417,3.33230484418389,0,0,"ITA","2005",1.85822e+12,1.044350028,NA,NA,473831.8,"264.4779001","264.4779001","264.4779001",NA,0.751187036,1,0.534,"1.28013919779268","1.47544919712106","0.458000637249024"
"Jamaica",2005,5,0,0,0,0,1,0,0,24.6,1.8,0.8,0.749075,0.250925,3,3,3,4,4,0.0289251417331945,0,0,0,0,0.0308546744831842,0,0,"JAM","2005",11243865778,NA,NA,NA,10563.7,"5.340082002","5.226774307","5.453389697",NA,0.056337582,3,0.98,"0.0465781782503642","0.896230183988969","-0.847718885722003"
"Japan",2005,529,12,1,6,14,72,0,2,17.0226843100189,1.95463137996219,0.727788279773157,0.845065909090909,0.154934090909091,338,439,321,352,359,3.06027999537198,0,0.284090909090909,0.906344410876133,0.890019071837254,2.22153656278926,0,0,"JPN","2005",4.83147e+12,3.130919933,NA,NA,1215474.4,"723.7199447","723.7199447","723.7199447",0,1.281502604,4,0.724,"2.29720970103643","1.41534356189073","0.719774420611775"
"Jersey",2005,17,0,0,0,1,1,0,0,34.4705882352941,2.05882352941176,1,0.875486363636364,0.124513636363636,6,12,6,8,9,0.0983454818928613,0,0,0,0.0635727908455181,0.0308546744831842,0,0,"JEY","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kenya",2005,16,1,0,0,0,3,0,0,17,3.25,0.4375,0.873145833333333,0.126854166666667,12,14,12,13,13,0.0925604535462224,0,0,0,0,0.0925640234495526,0,0,"KEN","2005",18737895513,NA,NA,NA,8707.6,"97.23998598","97.23998598","97.23998598",NA,0.034773723,4,0.782,"0.0981782925675171","0.32516697973595","-0.223254332521064"
"Lebanon",2005,6,0,0,0,0,0,0,0,6.83333333333333,1.5,0.833333333333333,0.7496,0.2504,3,4,2,3,2,0.0347101700798334,0,0,0,0,0,0,0,"LBN","2005",21497336499,NA,NA,NA,17278.9,"20.19546","18.70452","21.6864",NA,0.033711214,NA,0.357,"0.645994961365657","0.936457678896535","-0.52317557935014"
"Malawi",2005,2,0,0,0,0,0,0,0,12,1.5,1,0.9983,0.0017,1,1,1,2,1,0.0115700566932778,0,0,0,0,0,0,0,"MWI","2005",5320409651,NA,0.143420622,0.394517779,854.327,"30.959","30.959","30.959",NA,NA,3,1.382,"0.0458049655569251","0.310368670758328","-0.272496564786706"
"Malaysia",2005,51,0,0,0,0,2,0,0,29.8235294117647,2.56862745098039,1.05882352941176,0.728358387096774,0.271641612903226,25,30,21,29,26,0.295036445678584,0,0,0,0,0.0617093489663684,0,0,"MYS","2005",1.43534e+11,NA,NA,NA,166973.4,"412.919","412.919","412.919",NA,NA,3,0.756,"0.993214972340206","7.4314794642179","-0.401483296080867"
"Mali",2005,10,0,0,0,0,0,0,0,17.6,2.6,2,0.714295833333333,0.285704166666667,2,4,2,3,7,0.057850283466389,0,0,0,0,0,0,0,"MLI","2005",6247515888,NA,NA,NA,1500.8,"26.62992274","26.62992274","26.62992274",NA,NA,3,1.433,"0.0798664855930999","0.33083534020886","-0.226945721478623"
"Mexico",2005,77,2,1,1,3,13,0,0,26.5194805194805,2.09090909090909,1.1038961038961,0.76791925170068,0.23208074829932,35,48,28,39,39,0.445447182691195,0,0.284090909090909,0.151057401812689,0.190718372536554,0.401110768281395,0,0,"MEX","2005",9.17572e+11,0.398440003,NA,NA,432187.4,"541.4499061","499.7999133","583.0998988",0,NA,7,0.74,"1.13481141493274","2.34967635184042","-0.349677415926474"
"Netherlands",2005,752,25,4,16,62,117,0,0,53.030585106383,2.34042553191489,0.819148936170213,0.806556263777375,0.193443736222625,443,562,403,492,456,4.35034131667245,0,1.13636363636364,2.41691842900302,3.94151303242212,3.60999691453255,0,0,"NLD","2005",6.85348e+11,1.773880005,NA,NA,167926,"91.97349561","91.97349561","91.97349561",0,1.577285921,3,1.263,"0.516430497095268","2.12408273816575","0.182615230917091"
"New Zealand",2005,206,0,3,6,9,23,0,0,30.2572815533981,2.17961165048544,1.16504854368932,0.749444320987654,0.250555679012346,82,121,81,107,99,1.19171583940761,0,0.852272727272727,0.906344410876133,0.572155117609663,0.709657513113237,0,0,"NZL","2005",1.1472e+11,1.120429993,NA,NA,34232.2,"30.00219631","30.00219631","30.00219631",NA,NA,2,0.457,"0.425833640934671","0.950195819465643","-0.332497177070945"
"Niger",2005,43,1,0,1,1,1,0,0,12.7209302325581,2.25581395348837,0.372093023255814,0.741465277777778,0.258534722222222,33,38,31,32,33,0.248756218905473,0,0,0.151057401812689,0.0635727908455181,0.0308546744831842,0,0,"NER","2005",4383315965,NA,NA,NA,742.119,"26.268","26.268","26.268",NA,NA,1,1.274,"0.339316543433012","0.583695556328421","-0.373087495696706"
"Nigeria",2005,41,1,0,1,1,1,0,0,11.1219512195122,2.26829268292683,0.390243902439024,0.741465277777778,0.258534722222222,31,36,29,30,31,0.237186162212195,0,0,0.151057401812689,0.0635727908455181,0.0308546744831842,0,0,"NGA","2005",1.75671e+11,NA,NA,NA,98719,"325.5265392","259.4422042","391.6108743",NA,NA,2,1.243,NA,NA,NA
